Mã KH,Tên KH,Địa chỉ,Địa Bàn,Mã Số Thuế,Mã Nhóm,Đối Tác,Số ĐT
NLTHAISINH,Nhà thuốc Thái Sinh,"Sn 260 đường Nguyễn Quang Bích, tổ 8 phường Pú Trạng, TX Nghĩa Lộ, tỉnh Yên Bái",TX Nghĩa Lộ,,04KVYENBAI,Nguyễn Thị Yến,0963729961
YBTUANANH,Nguyễn Tuấn Anh,"532 Trần Bình Trong, TP Yên Báii, tỉnh Yên Bái",TP Yên Báii,,04KVYENBAI,Nguyễn Tuấn Anh,0976696201
NLTONGCUC,Nhà thuốc Trang Phúc,"SN 43 tổ 4 phường Cầu Thia, TX Nghĩa Lộ, tỉnh Yên Bái",TX Nghĩa Lộ,,04KVYENBAI,Tống Thị Cúc,0919675296
TYDOANLIEN,Quầy thuốc Tây,"khu phố 2, TT Cổ Phúc, TT Trấn Yên, tỉnh Yên Bái",TT Trấn Yên,,04KVYENBAI,Đoàn Bích Liên,0869978259
NLNUVUOIVIET,Nt pk nha khoa nụ cười Việt,"354 đường Hoàng Liên Sơn, TX Nghĩa Lộ, tỉnh Yên Bái",TX Nghĩa Lộ,,04KVYENBAI,Nguyễn Văn Phú,0902488692
VCHANOI,Nt pk nha khoa Hà Nội,"THôn Hồng Sơn, xã Sơn Thịnh, huyện Văn Chấn, tỉnh Yên Bái","Thịnh, huyện Văn Chấn",,04KVYENBAI,Đoàn Văn Hiếu,0979253680
TYPHANLAN,Quầy thuốc Phan Thị Thanh Lan,"84 đường Sông Thao, TT Cổ Phúc, huyện Trấn Yên, tỉnh Yên Bái","Phúc, huyện Trấn Yên",,04KVYENBAI,Phan Thị Thanh Lan,0787471406
YBBINHDUNG,Nhà thuốc Bình Dung,"890 đường Điện Biên, Tổ 50 p Minh Tân, tp Yên Bái, tỉnh Yên Bái","Tân, tp Yên Bái",,04KVYENBAI,Hoàng Mai Dung,0913523944
YBQTT117,Quầy thuốc 117,"thôn Tân Lập, xã Bảo ái, huyện Yên Bình, tỉnh Yên Bái","Bảo ái, huyện Yên Bình",,04KVYENBAI,Nguyễn Thị Yến,0346022959
YBQT76,Quầy thuốc 76 (QT Nông Văn Tịch),"Thôn 4 xã Xuân Long, huyện Yên Bình Tỉnh Yên Bái",Yên Bình,,04KVYENBAI,Phạm Thị Vóc,0977255183
YBNONGPHUONG,Quầy thuốc Nông Thị Phượng,"Thôn 4 xã Xuân Long, huyện Yên Bình, tỉnh Yên Bái","Long, huyện Yên Bình",,04KVYENBAI,Nông Thị Phượng,0986975676
YBDODIEP,Quầy thuốc Hồng Diệp (Cũ là QT số 6),"Khu 1 TT Thác Bà, huyện Yên Bình, tỉnh Yên Bái","Bà, huyện Yên Bình",,04KVYENBAI,Đỗ Thị Hồng Điệp,0977836479
YBQT13,Quầy thuốc số 13,"Thôn 10 xã Cảm Nhân, huyện Yên Bình, tỉnh Yên Bái","Nhân, huyện Yên Bình",,04KVYENBAI,Vũ Thị Bích Hồng,0976685911
YBDOANVINH,Quầy thuốc Đoàn Thị Vịnh,"Thôn Trung Tâm, xã Xuân Lai, huyện Yên Bình, Tỉnh Yên Bái",Yên Bình,,04KVYENBAI,Đoàn Thị Vịnh,0988319613
YBDANGKHOA,Nhà thuốc Đăng Khoa,"Tổ 45 Nguyễn Tất Thành, p Đồng Tâm, tp Yên Bái, tỉnh Yên Bái","Tâm, tp Yên Bái",,04KVYENBAI,DS Tuyết Mai,0384022999
YBIHAIVAN,CTD Cường Mùi - Quầy thuốc Hải Vân,"Thôn Hương Lý, xã Đại Đồng, huyện Yên Bình, tỉnh Yên Bái","Đồng, huyện Yên Bình",,04KVYENBAI,Nguyễn Thị Hải Vân,0852945066
VYKHANHLY,Quầy thuốc tân dược Nguyễn Thị Khánh Ly,"thôn Cổng Trào, xã An Thịnh, huyện Văn Yên, tỉnh Yên Bái","Thịnh, huyện Văn Yên",,04KVYENBAI,Nguyễn Thị Khánh Ly,0985877929
YBYPHACO,Nhà thuốc Ypharco số 1,"725 đường Yên Ninh, phường Minh Tân, tp Yên Bái, tỉnh Yên Bái","Tân, tp Yên Bái",,04KVYENBAI,Bùi Thị Ngọc,0969263145
VCLONGUYEN,CTD Thanh Phương - Quầy thuốc Lò Thị Kim Nguyễn,"Thôn Nà Kè, xã Gia Hội, huyện Văn Chấn, Tỉnh Yên Bái",Văn Chấn,,04KVYENBAI,Lò Thị Kim Nguyễn,0961444585
YBIPHANTHUY,Quầy thuốc Phan Thị Thủy,"Thôn Đồng Bội, xã Vũ Linh, huyện Yên Bình, tỉnh Yên Bái","Linh, huyện Yên Bình",,04KVYENBAI,Phan Thị Thủy,0972047138
VCVUHOA,Quầy thuốc Vũ Thị Hoa,"Khu phố 1, xã Đồng Khê, huyện Văn Chấn, Tỉnh Yên Bái",Văn Chấn,,04KVYENBAI,Vũ Thị Hoa,0973352345
VCANYTAM,Quầy thuốc An Tâm,"bản Phiêng 1, xã Sơn Thịnh, huyện Văn Chấn, tỉnh Yên Bái","Thịnh, huyện Văn Chấn",,04KVYENBAI,Vũ Thị Dung,0982245877
VCDINHDOANH,Quầy thuốc Đinh Thị Đoàn,"Bản Nụ 2 xã Phúc Sơn, huyện Văn Chấn, tỉnh Yên Bái","Sơn, huyện Văn Chấn",,04KVYENBAI,Đinh Thị Đoàn,0333312883
VYPHAMTUYEN,Quầy thuốc tân dược Phạm Thị Tuyến,"Thôn 6 xã Lâm Giang, huyện Văn Yên, tỉnh Yên Bái","Giang, huyện Văn Yên",,04KVYENBAI,Phạm Thị Tuyến,0374637527
VCHUONGGIANG,Quầy thuốc Hoàng Thị Hương Giang,"Thôn Hồng Sơn, xã Sơn Thịnh, huyện Văn Chấn, tỉnh Yên Bái","Thịnh, huyện Văn Chấn",,04KVYENBAI,Hoàng Thị Hương Giang,0964909271
YBTUYETMAI,Nhà thuốc Tuyết Mai,"533 tổ 42 phường Hồng Hà, tp Yên Bái, tỉnh Yên Bái","Hà, tp Yên Bái",,04KVYENBAI,Trần Thị Tuyết Mai,0385684080
LYNGUYENXEN,Quầy thuốc Hoàng Thị Xen,"Chợ km 38 thôn làng Thìu, xã Trung Tâm, huyện Lục Yên, tỉnh Yên Bái","Tâm, huyện Lục Yên",,04KVYENBAI,Hoàng Thị Xen,0912360878
LYNTHUONG,Nhà thuốc tốt Hường,"97 Phạm Văn Đồng, TT Yên Thế, huyện Lục Yên, tỉnh Yên Bái","Thế, huyện Lục Yên",,04KVYENBAI,Hoàng Thị Hường,0347957264
YBPKNHIBSNHUNG,Phòng khám nhi - Bs Nhung,"166 Kim Đồng, phường Yên Ninh, tp Yên Bái, tỉnh Yên Bái","Ninh, tp Yên Bái",,04KVYENBAI,Bs Nhung,0912075079
TYQTSO1,Quầy thuốc số 1,"Số 41 tổ 5 đường Sông Thao, TT Cổ Phúc, huyện Trấn Yên, tỉnh Yên Bái","Phúc, huyện Trấn Yên",,04KVYENBAI,,0385567168
YBHOANGTHU,Quầy thuốc Hoàng Đình Thư,"Thôn Tiên Phong, xã Hán Đà, huyện Yên Bình, tỉnh Yên Bái","Đà, huyện Yên Bình",,04KVYENBAI,Hoàng Đình Thư,0985147108
VCTUYETNHUNG,Nhà thuốc Tuyết Nhung,"Thôn Vũ Thịnh, xã Chấn Thịnh, huyện Văn Chấn, tỉnh Yên Bái","Thịnh, huyện Văn Chấn",,04KVYENBAI,Ds Nhung,0914793167
NLTHUONGVI,Quầy thuốc Thượng Vi,"Thôn Đình Cại, xã Hạnh Sơn, TX Nghĩa Lộ, tỉnh Yên Bái",TX Nghĩa Lộ,,04KVYENBAI,,0356995569
VYPKDOANVAN,Phòng khám nhi - Bs Đoàn Thị Vân,"179 Tuệ Tĩnh, TT Mậu An, huyện Văn Yên, tỉnh Yên Bái","An, huyện Văn Yên",,04KVYENBAI,Đoàn Thị Vân,0387976101
YBIPKHAINAM,Phòng khám Lê Hải Nam - Nhà khoa Hà Nội,"Thôn Minh Tân, xã Đại Minh, huyện Yên Bình, tỉnh Yên Bái","Minh, huyện Yên Bình",,04KVYENBAI,Lê Hải Nam,0972333451
CTHUNGVIET,Công ty CP thương mại và dược phẩm Hưng Việt,"Số 46 lô M2 Yên Hòa, Trung Yên, Cầu Giấy, Hà Nội","Yên, Cầu Giấy",0101326304,04NHACUNGCAP,,0437821781
CTBKAV,Công ty Cổ phần BKAV,"Tầng 2, tòa nhà HH1, KĐT Yên Hòa, Cầu Giấy, HN","Yên Hòa, Cầu Giấy",0101360697,04NHACUNGCAP,,0473050060
NHCTHP,"Ngân hàng TMCP Công thương Việt Nam - CN Hồng Bàng, HP","90 Trần Quang Khải, Hồng Bàng, Hải Phòng","Khải, Hồng Bàng",0100111948048,04NHACUNGCAP,,0313746401
BRAVO,Công ty Cổ phần phần mềm BRAVO,"Tầng 3, tòa nhà 10, Láng Hạ, Đống Đa, Hà Nội","Hạ, Đống Đa",0100947771,04NHACUNGCAP,Ông Đào Mạnh Hùng,0437762472
04VDLVN,Viện đo lường Việt Nam,"Số 8 Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, HN","Nghĩa Đô, Cầu Giấy",0100407085,04NHACUNGCAP,,0437564997
04CCTHB,Chi cục thuế  Quận Hồng Bàng,"97D Bạch Đằng, Hạ Lý, Hồng Bàng","Đằng, Hạ Lý",0200351213,04NHACUNGCAP,Anh Huy,0912244688
BHXHHB,Bảo hiểm xã hội Quận Hồng Bàng,"40 Đinh Tiên Hoàng, Hồng Bàng, Hải Phòng","Hoàng, Hồng Bàng",0200895654-004,04NHACUNGCAP,,
04CTDPHP,Công ty TNHH MTV Lan Thuật,Hải Dương,,,04NHACUNGCAP,,
04DUCTHUENHA,Nguyễn Văn Đức,"Số 11 Đào Đô, Thượng Lý, Hồng Bàng, Hải Phòng","Lý, Hồng Bàng",,04NHACUNGCAP,Nguyễn Văn Đức 0912 123470,
DIENLUCHONGBANG,Điện lực Hồng Bàng,,,0200340211-001,04NHACUNGCAP,,
CTMOITRUONGHP,Công ty TNHH MTV Môi trường Đô thị Hải Phòng,,,,04NHACUNGCAP,,
CTBRAVO,CT Bravo,,,,04NHACUNGCAP,,
CTDOHOA,Công ty CP Bao Bì Đồ họa chuyên nghiệp,"20 Lê Lợi, Ngô Quyền, Hải Phòng","Lợi, Ngô Quyền",0200638946,04NHACUNGCAP,Cty Đồ họa 0313 686 954,
HBVPPDUONGMINH,Công ty TNHH thương mại và dịch vụ Dương Minh,"1115 Tôn Đức Thắng, Sở Dầu, Hồng Bàng, Hải Phòng","Dầu, Hồng Bàng",,04NHACUNGCAP,,
HNANHSANG,Công ty TNHH công nghệ và thương mại ánh Sáng,"Lô N10C khu Tái Định Cư X2A, phường Yên Sở, quận Hoàng Mai, TP. Hà Nội",Hoàng Mai,,04NHACUNGCAP,,
QUANGMINH,Phùng Quang Minh,Hà Nội,,,04NHACUNGCAP,,
THUYDUONG,Nguyễn Thùy Dương,,,,04NHACUNGCAP,,
CT64,Công ty cổ phần thương mại và vận tải 64,Hải Phòng,,,04NHACUNGCAP,,
CPNNGOTHUY,Ngô Văn Thụy,"Công ty Cổ phần vận tải CPN, Số 2A Lê Hồng Phong, NQ, HP","Lê Hồng Phong, NQ",,04NHACUNGCAP,,
HNVHC,Công ty TNHH Thương mại VHC Hải Phòng,"Số 6 đường Hồng Bàng, phường Sở Dầu, quận Hồng Bàng, TP Hải Phòng",Hồng Bàng,0105690657-006,04NHACUNGCAP,,
CTTAYAU,Công ty CP hóa dược Tây Âu,"TT7 C2 KDT Văn Quán, Yên Phúc, Phcú La, Hà Đông, Hà Nội","La, Hà Đông",0106114381,04NHACUNGCAP,,
HNBENCA,Công ty CP dược Benca,"Tầng 4 Tòa nhà Anh Minh, 36 Hoàng Cầu, phường Ô Chợ Dừa, quận Đống Đa, tp Hà Nội","Dừa, quận Đống Đa",,04NHACUNGCAP,,
CTCAPNUOCHP,Công ty CP cấp nước Hải Phòng,"54 Đinh Tiên Hoàng, Hoàng Văn Thụ, HP","Hoàng, Hoàng Văn Thụ",,04NHACUNGCAP,Công ty CP cấp nước Hải Phòg,
HNGOLDSUN,Công ty Cổ phần Goldsun Việt Nam,"Lô CN7, CCN tập trung vừa và nhỏ, phường Minh Khai, quận Bắc Từ Liêm, tp Hà Nội",Bắc Từ Liêm,0103047271,04NHACUNGCAP,,
DMX,Điện máy xanh,Hải Phòng,,,04NHACUNGCAP,,
HBHAIQUAN,Công ty TNHH MTV dịch vụ và du lịch biển đảo Hải Thành,"Số 5 Lý Tự Trọng, quận Hồng Bàng, tp Hải Phòng","Trọng, quận Hồng Bàng",0200139425,04NHACUNGCAP,,
HYTHANHLONG,Công ty TNHH TM và dịch vụ Thăng Long Hưng Yên,"huyện Yên Mỹ, Hưng Yên",huyện Yên Mỹ,,04NHACUNGCAP,,
VGNHANSINH,Công ty TNHH y dược Nhân Sinh,"Số nhà 256 Park River, khu đô thị Ecopark, xã Xuân Quan, huyện Văn Giang, tỉnh Hưng Yên","Quan, huyện Văn Giang",0107868536,04NHACUNGCAP,,
HNZENCO,Công ty TNHH Zenco Việt Nam,"Tầng 4 số nhà 5B ngoc 55 phố Huỳnh Thúc Kháng, Láng Hạ, Đống Đa, HN","Láng Hạ, Đống Đa",,04NHACUNGCAP,,0973321277
HPYENSAO,Yến Sào Khánh Hòa,Hải Phòng,,,04NHACUNGCAP,,
QNLUONG,Chủ nhà trọ tại Quảng Ninh- Nguyễn Thị Lương,Quảng Ninh,,,04NHACUNGCAP,Nguyễn Thị Lương,
CTMEDI,Công ty CP Mediamart Việt Nam,,,,04NHACUNGCAP,,
HDBIGC,Công ty TNHH EB Hải Dương - Big C Hải Dương,"km54+100, quốc lộ 5 khu 3 phường Nhị Châu, TP Hải Dương, HD","Châu, TP Hải Dương",,04NHACUNGCAP,,0220 383 9999
UBVINCOM,Công ty CP dịch vụ TM tổng hợp Vincommerce,"Phường Yên Thanh, TP Uông Bí, tỉnh Quảng Ninh",TP Uông Bí,,04NHACUNGCAP,,
HBBACHHOA,Của hàng bách hóa,Hải Phòng,,,04NHACUNGCAP,Bác Cảnh,
HBTTHUTR,Thiết bị máy vi tính Phạm Toàn Gia,"64 Bùi Ngọc Dương, Bạch Mai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,,04NHACUNGCAP,,
QNNHATRO,Chủ nhà trọ tại Hạ Long Quảng Ninh,Quảng Ninh,,,04NHACUNGCAP,,
HNPHARUSA,Công ty Cổ phần Việt Nam PHARUSA,"Kiốt số 4, nhà Nơ 8, khu đô thị Pháp Vân - Tứ Hiệp, phường Hoàng Liệt, quận Hoàng Mai, tp Hà Nội","Liệt, quận Hoàng Mai",0102369678,04NHACUNGCAP,,
HNHAMINH,Công ty TNHH thương mại và công nghệ Hà Minh,"Ô dịch vụ 12, lô 22 Bằng A, phường Hoàng Liệt, tp Hà Nội","A, phường Hoàng Liệt",0102052222,04NHACUNGCAP,,
HPVIETTELL,Chi nhánh bưu chính Viettel Hải Phòng,Đỗ Thị Thoa,,,04NHACUNGCAP,,0868626008
HCMNAMTD,Công ty TNHH dược phẩm Nam Thái Dương,"51/2A Thành Thái, p14, Q10, TP Hồ Chí Minh",Q10,,04NHACUNGCAP,Quản Trọng Hưng,02838684605
HPCONGLUC,Công ty TNHH thiết bị công nghệ anh ninh Cộng Lực,"123 đường Bùi Thị Tự Nhiên, phường Đông Hải 1, quận Hải An, tp Hải Phòng","Hải 1, quận Hải An",0201229470,04NHACUNGCAP,,
CTDUCPHAT,Công ty CP dược mỹ phẩm Đức Phát,"Số 27 Cầu Treo, TT Yên Mỹ, huyện Yên Mỹ, tỉnh Hưng Yên","Mỹ, huyện Yên Mỹ",,04NHACUNGCAP,,
HBQUYNHCU,Công ty CP vận tải và cung ứng xăng dầu,"Số 66 Trần Khánh Dư, phường Máy Tơ, q Ngô Quyền, tp Hải Phòng","Tơ, q Ngô Quyền",0200458904,04NHACUNGCAP,,
DPHAIPHONG,Đồng phục Hải Phòng,,,,04NHACUNGCAP,Phạm Văn Khoa,
SOYTE,Sở y tế Hải Phòng,Hải Phòng,,,04NHACUNGCAP,,
BNECOVITA,Công ty TNHH Ecovita (Sen Capital),"Thôn Phấn Động, xã Tam Đa, huyện Yên Phong, tỉnh Bắc Ninh","Đa, huyện Yên Phong",2301036162,04NHACUNGCAP,Trần Thọ Đang,
NQVNPT,Trung tâm kinh doanh VNPT Hải Phòng,"Số 4 lạch Tray, phường Lạch Tray, quận Ngô Quyền, TP Hải Phòng",Ngô Quyền,0225800126,04NHACUNGCAP,Nguyễn Thị Bích Hà,091 730 38 50
HNELMICH,Công ty Cổ phần Elmich,,,,04NHACUNGCAP,,
NQACÂU,Công ty CP bất động sản sơn và hóa chất á Châu,"12 Lạch Tray, quận Ngô Quyền, tp Hải Phòng","Tray, quận Ngô Quyền",0200988891,04NHACUNGCAP,,
KAHAIHA,Công ty TNHH thương mại và dịch vụ Hải Hà HT,"Số 196 đường Chiêu Chinh, phường Nam Sơn, quận Kiến An, tp Hải Phòng","Sơn, quận Kiến An",,04NHACUNGCAP,,
SUNHOUSE,Công ty TNHH thương mại dịch vụ Tuấn Minh Anh (Sunhouse),"269 Đằng Hải, phường Đằng Hải, quận Hải An, tp Hải Phòng","Hải, quận Hải An",,04NHACUNGCAP,,
HBGIAVIEN,Công ty TNHH Nhất Ly - Nhà hàng Gia Viên,"Số 2B Bạch Đằng, phường Hạ Lý, Hồng Bàng, Hải Phòng","Lý, Hồng Bàng",,04NHACUNGCAP,,
HAIHA,Bánh trung thu Hải Hà,,,,04NHACUNGCAP,,
HCMPHITRUONG,Công ty CP dịch vụ thương mại du lịch Phi Trường,"125/1/2 Lê Hoàng Phái, phường 17, quận Gò Vấp, HCM","Hoàng Phái, phường 17, quận Gò Vấp",0309983115,04NHACUNGCAP,,
DKDUCANH,Công ty TNHH thang máy Đức Anh,"Số 3 khu TT Sao Đỏ, p Anh Dũng, q Dương Kinh, TP Hải Phòng",Dương Kinh,0201096213,04NHACUNGCAP,,
HHBDLHP,Công ty CP du lịch và dịch vụ Hải Phòng,"40 Trần Quang Khải, phường Hoàng Văn Thụ, Hồng Bàng, Hải Phòng","Thụ, Hồng Bàng",0200131176,04NHACUNGCAP,,
HCMAIHUNG,Công ty TNHH thương mại và đầu tư xuất nhập khẩu Đại Hưng,"Phòng 14B03 toàn nhà Ruby Land, Số 58/4 Lũy Bán Bích, p Tân Thới Hòa, q Tân Phú, tp HCM","Thới Hòa, q Tân Phú",0311194654,04NHACUNGCAP,,
HOPGO,Nhà cung cấp hộp quà gỗ,Hải Dương,,,04NHACUNGCAP,A Hiển,
KAHOANGOANH,Công ty TNHH Hoàng Oánh,"510 Trường Chinh, Quán Trữ, Kiến An, Hải Phòng","Trữ, Kiến An",0200423732,04NHACUNGCAP,,
DSCONSO,Nhà hàng Con Sò,"Đồi Rồng, Đồ Sơn, Hải Phòng","Rồng, Đồ Sơn",,04NHACUNGCAP,,
TGDD,Thế giới di động,,,,04NHACUNGCAP,,
HBMEGASòT,Công ty Cổ phần phần mềm Megasoft,"15/5 Phù Đổng, Minh Khai, Hồng Bàng, Hải Phòng","Khai, Hồng Bàng",,04NHACUNGCAP,Đỗ Tiến Hưng,
NQNGUYETLOAN,Công ty TNHH thương mại và thiết bị máy văn phòng Nguyệt Loan,"Số 34 B Điện Biên Phủ, Máy Tơ, Ngô Quyền, Hải Phòng","Tơ, Ngô Quyền",,04NHACUNGCAP,,
HBHOAPHUONG,Công ty CP du lịch Hoa Phượng,"61 Chương Dương, phường Hạ Lý, quận Hồng Bàng, tp Hải Phòng","Lý, quận Hồng Bàng",,04NHACUNGCAP,,
NQLEPHAM,Công ty TNHH Lê Phạm,"Số 509 Lê Thánh Tông, Vạn Mỹ, Ngô Quyền, Hải Phòng","Mỹ, Ngô Quyền",0200410388,04NHACUNGCAP,,
CHHOA,Cửa hàng hóa,Hải Phòng,,,04NHACUNGCAP,,
MUANGOAI,Mua hàng hóa bên ngoài,,,,04NHACUNGCAP,,
TRAICAY,Trái cây nhập khẩu,"Số 60 Quang Trung, tp Hải Phòng",Số 60 Quang Trung,,04NHACUNGCAP,,0978 809 688
52TRAICAY,Trái cây nhập khẩu,"Số 52 Quang Trung, tp Hải Phòng",Số 52 Quang Trung,,04NHACUNGCAP,,0904 380 912
HBBACHVIET,Công ty TNHH Bách Việt,"Số 1B Minh Khai, quận Hồng Bàng, tp Hải Phòng","Khai, quận Hồng Bàng",,04NHACUNGCAP,,
CHBANHOA,Cửa hàng hoa,Hải Phòng,,,04NHACUNGCAP,,
HCMOTOPHUMY,Công ty Cổ phần ô tô Phú Mỹ,Hồ Chí Minh,,,04NHACUNGCAP,,
KHUEMINH,Công ty TNHH thương mại và phân phối hàng hóa Huệ Minh,"Số 863 Trường Chinh, phường Quán Trữ, quận Kiến An, tp Hải Phòng","Trữ, quận Kiến An",0201887286,04NHACUNGCAP,,
HYTRUONGPHAT,Công ty TNHH sản xuất và dịch vụ thương mại Lâm Trường Phát,"Thôn Liêu Hạ, xã Tân Lập, huyện Yên Mỹ, tỉnh Hưng Yên","Lập, huyện Yên Mỹ",0900609115,04NHACUNGCAP,,
HNDETMAYVN,Công ty TNHH thương mại dịch vụ và sản xuất hàng dệt may Việt Nm,"Số 126 phố Thọ Lão, phường Đồng Nhân, quận Hai Bà Trưng, tp Hà Nội",Hai Bà Trưng,0106855566,04NHACUNGCAP,,
HBBHVIETIN,Công ty Bảo Hiềm Vietinbank Hải Phòng,,,,04NHACUNGCAP,,
LCAEON,Công ty TNHH Aeno Việt Nam - Chi nhánh Hải Phòng,"Số 10 đường Võ Nguyên Giáp, phường Kênh Dương, quận Lê Chân, tp Hải Phòng","Dương, quận Lê Chân",0311241512-007,04NHACUNGCAP,,
HNWEB,Công ty TNHH Web Nhà thuốc,,,,04NHACUNGCAP,,
HNNGOCDIEP,Công ty TNHH dịch vụ du lịch Ngọc Diệp,"SN 10/44/30 đường lạc Long Quâng, phường Xuân La, quận Tây Hồ, tp Hà Nội","La, quận Tây Hồ",0108920122,04NHACUNGCAP,,
MAYNHABE,Công ty may Nhà Bè,Hà Nội,,,04NHACUNGCAP,,
HCMPHUAN,Công ty dược Đại Phú An,Hồ Chí Minh,,,04NHACUNGCAP,,
CTTHUANAN,Công ty TNHH Thương mại Thuận An,"Số 22 ngách 109/20 Quan Nhân, phường Nhân Chính, quận Thanh Xuân, tp Hà Nội","Chính, quận Thanh Xuân",,04NHACUNGCAP,,
HUONGBACHDANG,CTV Hường,Công ty Bạch Đằng Quảng Ninh,Công ty Bạch,,04NHACUNGCAP,,
NQTHAITUAN,Công ty TNHH xuất nhập khẩu và thương mại Thái Tuấn,"8/54 Kiều Sơn, Đằng Giang, Ngô Quyền, Hải Phòng","Giang, Ngô Quyền",,04NHACUNGCAP,,
UBQHB,ủy ban quận Hồng Bàng,"Hồng Bàng, Hải Phòng",,,04NHACUNGCAP,,
FORDHP,Công ty Cổ phần kinh doanh ô tô Hải Phòng,"Tổ 3 khu An Trì, p Hùng Vương, q Hồng Bàng, tp Hải Phòng","Vương, q Hồng Bàng",,04NHACUNGCAP,,
CHINGUYET,Chị Nguyệt - rèm,Hải Phòng,,,04NHACUNGCAP,,
TNHUNGMANH,Công ty TNHH sản xuất thương mại và dịch vụ quảng cáo Hùng Mạnh,"Thôn 7 (tại nhà ông Trịnh Văn Mạnh), xã tam Hưng, huyện Thủy Nguyên, tp Hải Phòng","Hưng, huyện Thủy Nguyên",,04NHACUNGCAP,,
LCMINHHAO,Công ty TNHH thương mại và dịch vụ vận tải Minh Hảo,"283 Hàng Kênh, Đông Hải, Lê Chân, Hải Phòng","Hải, Lê Chân",0101799671,04NHACUNGCAP,,
HDANHDUONG,Công ty TNHH thương mại và xuất nhập khẩu ánh Dương HD,"số 59 Bế Văn Đàn, phường Tân Bình, tp Hải Dương, tỉnh Hải Dương","Bình, tp Hải Dương",08001193025,04NHACUNGCAP,,
CTHOANGHA,Công ty CP thương mại và dịch vụ Hoàng Hà,"Số 15, hẻm 475/20/49 Nguyễn Trãi, phường Hạ Đình, quận Thanh Xuân, tp Hà Nội","Đình, quận Thanh Xuân",0101093787,04NHACUNGCAP,,
HYTIENDUNG,Công ty TNHH sản xuất và dịch vụ Tiến Dũng,"Thôn Đông Phòng, xã Ngọc Long, huyện Yên Mỹ, tỉnh Hưng Yên","Long, huyện Yên Mỹ",0900785590,04NHACUNGCAP,,
HYHONGDUC,Nhà hàng Hồng Đức,"KTDC TT Yên Mỹ, huyện Yên Mỹ, tỉnh Hưng Yên","Mỹ, huyện Yên Mỹ",,04NHACUNGCAP,,
HNOYALCARE,Công ty CP quốc tế Royal Care,"C2TT7 KĐT Văn Quán, Hà Đông, Hà Nội","Quán, Hà Đông",0108393155,04NHACUNGCAP,,
VNPOST,Bưu Điện Vietnam Post,,,,04NHACUNGCAP,,
HPKIEMNGHIEM,Trung tâm kiểm nghiệm,Hải Phòng,,,04NHACUNGCAP,,
TNTUANVIET,Công ty Cổ phần dịch vụ thương mại Tuấn Việt,"Xóm 7, xã Kênh Giang, huyện Thủy Nguyên, tp Hải Phòng","Giang, huyện Thủy Nguyên",0200785901,04NHACUNGCAP,,
CPNCTY,Công ty CP vận tải CPN,"Số 2A Lê Hồng Phong, quận Ngô Quyền, tp Hải Phòng","Phong, quận Ngô Quyền",,04NHACUNGCAP,,
CPNATHUY,Ngô Văn Thụy,"Công ty CP vận tải CPN, Số 2A Lê Hồng Phong, quận Ngô Quyền, tp Hải Phòng","Phong, quận Ngô Quyền",,04NHACUNGCAP,,
HBCHTAPHOA,Của hàng tạp hóa chị Hiền,"Chợ Hòa Bình, Hùng Duệ Vương, Hồng Bàng, Hải Phòng","Vương, Hồng Bàng",,04NHACUNGCAP,Nguyễn Thị Thanh Hiền,
ADDUNGMINH,Công ty TNHH dịch vụ Dũng Minh,"Thôn Vụ Nông (tại nhà bà Trần Thị Mến), xã Đại Bản , huyện An Dương, tp Hải Phòng","Bản , huyện An Dương",0201256192,04NHACUNGCAP,,
NGUYENVANDUC,Nguyễn Văn Đức,Giám đốc,,8188106577,04NHANVIEN,,0912123470
NGUYENTHUHIEN,Nguyễn Thị Thu Hiền,Phó giám đốc,,0103940044,04NHANVIEN,,0946668469
TRANPHUONGLOAN,Trần Phương Loan,"64/49 Nguyễn Đức Cảnh, Hải Phòng",Nguyễn Đức Cảnh,8279899669,04NHANVIEN,,0982 034 966
NGUYENTRANG,Nguyễn Thị Huyền Trang,Kế toán,,8501339655,04NHANVIEN,,0934357597
VUVANPHONG,Vũ Văn Phong,Quản lý bán hàng,,8501339704,04NHANVIEN,,0936575576
HOANGMANHCUONG,Hoàng Mạnh Cường,Trình dược viên,,,04NHANVIEN,,0906076150
NGUYENTHANHXUAN,Nguyễn Thanh Xuân,Trình dược viên,,8269163608,04NHANVIEN,,01669719446
LUONGDINHVIEN,Lương Đình Viên,Trình dược viên,,8369223321,04NHANVIEN,,0989520833
04CTHUNGVIETHP,Công ty CP Thương mại và Dược phẩm Hưng Việt - Hải Phòng,"Số 11 Đào Đô, Thượng Lý, Hồng Bàng, HP","Thượng Lý, Hồng Bàng",0201657772,04NHANVIEN,,
MCT,Mẫu Công ty,,,,04NHANVIEN,,
LUONGMINHDUC,Lương Minh Đức,Trình dược viên,,8312640144,04NHANVIEN,,0975453564
HADUCTHAI,Hà Đức Thái,TDV,,,04NHANVIEN,,
NGUYENDUC,Nguyễn Văn Đức,"Số 11 Đào Đô, Thượng Lý, Hồng Bàng, Hải Phòng","Lý, Hồng Bàng",,04NHANVIEN,,
PHUNGQUANGMINH,Phùng Quang Minh,,,,04NHANVIEN,,
PHAMNGOCLAN,Phạm Ngọc Lan,Kế toán,,8127921447,04NHANVIEN,,0385946936
